0.0,0.0
0.001,0.03141075907812829
0.002,0.06279051952931337
0.003,0.09410831331851431
0.004,0.12533323356430426
0.005,0.15643446504023084
0.006,0.1873813145857246
0.007,0.21814324139654254
0.008,0.2486898871648548
0.009,0.2789911060392293
0.01,0.30901699437494734
0.011,0.33873792024529137
0.012,0.3681245526846779
0.013,0.39714789063478056
0.014,0.42577929156507266
0.015,0.45399049973954675
0.016,0.4817536741017153
0.017,0.5090414157503713
0.018,0.5358267949789967
0.019,0.5620833778521306
0.02,0.587785252292473
0.021,0.6129070536529764
0.022,0.6374239897486896
0.023,0.6613118653236518
0.024,0.6845471059286886
0.025,0.7071067811865475
0.026,0.7289686274214114
0.027,0.7501110696304595
0.028,0.7705132427757893
0.029,0.7901550123756903
0.03,0.8090169943749475
0.031,0.8270805742745618
0.032,0.8443279255020151
0.033,0.8607420270039436
0.034,0.8763066800438637
0.035,0.8910065241883678
0.036,0.9048270524660196
0.037,0.9177546256839811
0.038,0.9297764858882515
0.039,0.9408807689542256
0.04,0.9510565162951535
0.041,0.960293685676943
0.042,0.9685831611286311
0.043,0.9759167619387473
0.044,0.9822872507286886
0.045,0.9876883405951378
0.046,0.9921147013144778
0.047,0.99556196460308
0.048,0.9980267284282716
0.049,0.9995065603657316
0.05,1.0
0.051,0.9995065603657316
0.052,0.9980267284282716
0.053,0.99556196460308
0.054,0.9921147013144779
0.055,0.9876883405951378
0.056,0.9822872507286887
0.057,0.9759167619387474
0.058,0.9685831611286312
0.059,0.9602936856769431
0.06,0.9510565162951536
0.061,0.9408807689542255
0.062,0.9297764858882515
0.063,0.9177546256839813
0.064,0.9048270524660195
0.065,0.8910065241883679
0.066,0.8763066800438635
0.067,0.8607420270039436
0.068,0.844327925502015
0.069,0.8270805742745617
0.07,0.8090169943749475
0.071,0.7901550123756903
0.072,0.7705132427757893
0.073,0.7501110696304594
0.074,0.7289686274214114
0.075,0.7071067811865476
0.076,0.6845471059286885
0.077,0.6613118653236518
0.078,0.6374239897486895
0.079,0.6129070536529764
0.08,0.5877852522924736
0.081,0.5620833778521308
0.082,0.535826794978997
0.083,0.5090414157503714
0.084,0.4817536741017156
0.085,0.45399049973954686
0.086,0.4257792915650729
0.087,0.39714789063478106
0.088,0.36812455268467814
0.089,0.33873792024529176
0.09,0.3090169943749475
0.091,0.27899110603922955
0.092,0.24868988716485524
0.093,0.21814324139654276
0.094,0.18738131458572502
0.095,0.15643446504023098
0.096,0.12533323356430454
0.097,0.0941083133185148
0.098,0.06279051952931358
0.099,0.03141075907812868
0.1,1.2246467991473532e-16
0.101,-0.031410759078127994
0.102,-0.0627905195293129
0.103,-0.0941083133185141
0.104,-0.12533323356430384
0.105,-0.15643446504023073
0.106,-0.18738131458572432
0.107,-0.21814324139654206
0.108,-0.24868988716485457
0.109,-0.2789911060392289
0.11,-0.3090169943749473
0.111,-0.3387379202452911
0.112,-0.3681245526846779
0.113,-0.3971478906347804
0.114,-0.42577929156507227
0.115,-0.4539904997395467
0.116,-0.481753674101715
0.117,-0.5090414157503712
0.118,-0.5358267949789964
0.119,-0.5620833778521303
0.12,-0.587785252292473
0.121,-0.6129070536529763
0.122,-0.6374239897486896
0.123,-0.6613118653236517
0.124,-0.6845471059286884
0.125,-0.7071067811865475
0.126,-0.7289686274214113
0.127,-0.7501110696304595
0.128,-0.7705132427757894
0.129,-0.7901550123756904
0.13,-0.8090169943749473
0.131,-0.8270805742745622
0.132,-0.8443279255020153
0.133,-0.8607420270039438
0.134,-0.8763066800438636
0.135,-0.8910065241883678
0.136,-0.9048270524660198
0.137,-0.9177546256839813
0.138,-0.9297764858882515
0.139,-0.9408807689542255
0.14,-0.9510565162951535
0.141,-0.9602936856769432
0.142,-0.9685831611286312
0.143,-0.9759167619387474
0.144,-0.9822872507286887
0.145,-0.9876883405951377
0.146,-0.9921147013144779
0.147,-0.99556196460308
0.148,-0.9980267284282716
0.149,-0.9995065603657316
0.15,-1.0
0.151,-0.9995065603657315
0.152,-0.9980267284282716
0.153,-0.99556196460308
0.154,-0.9921147013144779
0.155,-0.9876883405951378
0.156,-0.9822872507286886
0.157,-0.9759167619387473
0.158,-0.9685831611286311
0.159,-0.9602936856769431
0.16,-0.9510565162951539
0.161,-0.9408807689542256
0.162,-0.9297764858882516
0.163,-0.9177546256839815
0.164,-0.9048270524660199
0.165,-0.891006524188368
0.166,-0.8763066800438638
0.167,-0.8607420270039439
0.168,-0.8443279255020155
0.169,-0.8270805742745623
0.17,-0.8090169943749476
0.171,-0.7901550123756906
0.172,-0.7705132427757896
0.173,-0.75011106963046
0.174,-0.7289686274214121
0.175,-0.7071067811865477
0.176,-0.684547105928689
0.177,-0.6613118653236523
0.178,-0.6374239897486903
0.179,-0.6129070536529773
0.18,-0.5877852522924734
0.181,-0.5620833778521309
0.182,-0.5358267949789971
0.183,-0.509041415750372
0.184,-0.4817536741017161
0.185,-0.45399049973954697
0.186,-0.425779291565073
0.187,-0.3971478906347812
0.188,-0.3681245526846787
0.189,-0.33873792024529226
0.19,-0.3090169943749476
0.191,-0.27899110603922966
0.192,-0.24868988716485535
0.193,-0.2181432413965433
0.194,-0.18738131458572557
0.195,-0.15643446504023112
0.196,-0.12533323356430465
0.197,-0.09410831331851491
0.198,-0.06279051952931415
0.199,-0.03141075907812925
0.2,-2.4492935982947064e-16
0.201,0.03141075907812787
0.202,0.06279051952931278
0.203,0.09410831331851353
0.204,0.1253332335643033
0.205,0.15643446504023062
0.206,0.1873813145857242
0.207,0.21814324139654195
0.208,0.24868988716485402
0.209,0.27899110603922833
0.21,0.3090169943749472
0.211,0.338737920245291
0.212,0.36812455268467736
0.213,0.3971478906347799
0.214,0.42577929156507177
0.215,0.4539904997395466
0.216,0.4817536741017149
0.217,0.5090414157503708
0.218,0.535826794978996
0.219,0.5620833778521298
0.22,0.5877852522924729
0.221,0.6129070536529762
0.222,0.6374239897486892
